,customer_id,time,amount,became_member_on,gender,age,income
186482,9ffbcc23e8584ef4a48f3adff3e3c846,450,9.88,2017-10-17,,118,
186483,95dc4202ae22461d865b13da40b3d557,450,1.9500000000000002,2017-07-30,F,72,49000.0
186484,b1ec50b5494743968125ba2095dc4414,450,4.89,2015-08-24,,118,
186486,885d8e7de35e4b7abb7c6f494c82c271,450,6.52,2015-05-28,M,53,56000.0
186488,81df0ebb860a487ca63771b53d5a3375,450,3.03,2017-07-13,M,69,57000.0
186489,47e5786909ce4681a09655a8c04de607,450,1.58,2017-08-04,F,91,64000.0
186490,a1a51f4f039b496580e9e3639dbee210,450,10.03,2017-10-25,F,53,40000.0
186494,53801ced6c2041d6a7264f07e12ed493,450,3.88,2014-11-24,M,33,62000.0
186495,102f765955ad4c28b922dc7858729f16,450,22.75,2014-03-17,F,45,99000.0
186497,7eda3d5a77e14c64b340d08068d989cb,450,9.89,2017-07-27,F,66,57000.0
186500,ee94ec84c17d4c8d958a225c35ad4ee0,450,13.7,2016-07-09,M,57,61000.0
186502,ed1d73d8ec2248a28d96460d99013c1a,450,10.46,2017-12-14,F,61,56000.0
186504,3a688a86648b4d30826d23c53006eb42,450,7.89,2015-09-15,M,22,41000.0
186506,cec6747153ef43048faad0841b62a9bb,450,29.31,2015-01-25,M,50,82000.0
186508,b13e032db2984d0a9e77e55cfa430205,450,17.99,2018-01-27,M,71,64000.0
186509,4415e9934c0e4f029be35752cbf17cd4,450,9.64,2018-06-19,M,39,63000.0
186511,d83cd73288d34f7d894d1d4ce23dd3a5,450,5.77,2014-02-25,M,23,39000.0
186513,0118fbb66dd2443a9dd407d2c99a7672,450,27.57,2017-08-21,M,57,55000.0
186515,09dc6bc32ad74886b405dc2f455ddb4e,450,32.14,2017-02-20,F,58,81000.0
186517,1c963da68f7c42ab92d35c1f04e03181,450,14.35,2017-02-21,F,88,80000.0
186518,89d20421f3154a00b4c45abbdb33e309,450,0.84,2016-03-24,,118,
186519,14d2c0a1d5bb4ffa87ad74b5c41189a9,450,4.62,2018-05-31,M,57,42000.0
186520,f035bb00515c408cbe7abfd7f70f8620,450,1.5899999999999999,2015-02-16,M,32,38000.0
186521,90cae853cfaa4f42b5e397d518d7073f,450,3.91,2015-09-05,M,66,39000.0
186522,d9e5e0c806da46268f0a1905c6e212c2,450,7.8100000000000005,2014-09-20,M,55,65000.0
186524,ad9c1730a8124d3dbb40e9aa5d98c608,450,2.07,2014-07-25,M,51,39000.0
186525,e6ed082e2f7a4f9f94466b7fdb560f05,450,16.51,2016-01-18,F,65,74000.0
186526,7ae5c11ed91f401faac9d8817f456994,450,16.21,2015-12-22,F,27,65000.0
186527,b70b0887302244668cf688e017a3537b,450,3.2,2014-08-11,M,26,45000.0
186529,573be1fbaa5c459a9644e10e1ebb07a0,450,19.96,2017-06-20,M,45,63000.0
186530,054a387e28fb4939abfe484ea801ff3f,450,7.23,2016-05-07,F,64,61000.0
186531,efc335a156ca4d6c9338938270b21f58,450,12.34,2017-09-26,F,29,31000.0
186532,0d0c8b66f0954686ad82e5eb8a61baf6,450,13.93,2017-06-07,M,78,50000.0
186534,a4cc155f15504d45a362713910b543e3,450,26.67,2016-05-16,F,43,66000.0
186535,c05565aaf54f453589d27fe967a05499,450,12.4,2016-08-06,F,84,62000.0
186536,67107ab1953649f98cea6977b6018707,450,12.2,2018-03-02,M,74,43000.0
186538,51c72503a69b4e469c61a3823dd12f16,450,60.61,2017-10-25,M,88,49000.0
186540,48f2a019ef4940b1863ca3d5967f2944,450,3.44,2016-08-13,F,57,40000.0
186541,6bd1af2841a6412ebce35605cc4c394b,450,2.52,2015-09-14,M,18,60000.0
186542,34ac11b8099c4b248979bae48616b3c2,450,14.27,2017-06-07,M,57,47000.0
186545,4272f84fac8744f39cca36e2b957926b,450,0.88,2017-03-17,M,28,38000.0
186546,5ed6fe9d9589427e8838b278d61732fe,450,3.15,2013-09-08,M,44,59000.0
186547,e364461c0deb48ed871b1784ea1174d7,450,1.0,2017-06-15,M,47,75000.0
186548,4bed8f61e4124992bbdcb03778839986,450,17.36,2016-05-29,F,65,73000.0
186549,ad1560b2fee0449e8e7786e71de5ef81,450,0.07,2017-12-12,F,81,69000.0
186550,e943d191bfc44591a7bad20cc1548190,450,13.55,2016-06-23,M,32,31000.0
186551,dabfb91545a94568b54ed3a4be5964c1,450,18.23,2015-09-16,F,66,88000.0
186552,3a506f9fe2c04048829ef0fc3fa49cc8,450,8.78,2017-04-20,M,32,45000.0
186553,2bb22e7931aa49ebabff26b9cbc6260a,450,0.58,2018-01-19,M,29,45000.0
186556,9a2c1fcc65814401a845b9b82de26d97,450,4.07,2018-06-11,M,55,54000.0
186558,d107e23e47d64da996d518e10c84a288,450,12.29,2015-10-22,F,67,60000.0
186560,be58577349304b8e9fac36f778dc8c0a,450,28.27,2016-12-27,F,62,91000.0
186561,144581d274654cf3a6af4de58603f08d,450,21.33,2017-08-22,F,64,70000.0
186562,44053ee4929b4070943b71698b5d8b9c,450,0.06,2016-06-12,M,72,71000.0
186563,2a109589d81b49fb891bd526e121c1c9,450,3.8,2014-04-19,M,76,64000.0
186564,96a746b7cae4426598c97c147eb04743,450,17.17,2017-03-15,F,37,53000.0
186566,f0948561f6c14c279acfc703234baeef,450,8.11,2018-07-12,F,79,64000.0
186567,20080fae77d94491bb0827a255bff246,450,5.97,2017-08-22,M,30,32000.0
186568,ce5b3429a990412185a945617aa4637e,450,23.74,2016-12-26,F,67,71000.0
186569,612fd8cc4c5c4ad8ad2912462b227089,450,9.14,2017-03-26,F,48,82000.0
186571,fa58a6717a234d2682bc9e52a85bade6,450,5.22,2017-10-24,M,66,52000.0
186573,ea412591590546f4b8b21c5f87944e31,450,3.3,2017-01-09,,118,
186575,d53880e21d8d43d8a2e781dfa820f745,450,12.27,2016-02-04,M,30,56000.0
186576,7c71f8ffe26d47d996e8d2ac54cda7c6,450,15.6,2017-05-24,F,68,79000.0
186577,9109b199a0e14ec4be054d2de0ab317d,450,8.66,2017-01-22,M,22,35000.0
186579,52959f19113e4241a8cb3bef486c6412,450,41.35,2016-12-20,M,55,111000.0
186582,3339d9d8f5ff4664bd259572330c5dbf,450,2.5300000000000002,2014-11-05,M,62,44000.0
186583,5b4c24de054a48e8bca2015cc6d583d2,450,16.09,2017-01-24,M,54,71000.0
186584,317a43edb99943e9a0629f858b06d956,450,4.24,2018-02-25,M,85,75000.0
186585,8cda8fffb794461e9a6ac849d1e37ab7,450,0.67,2015-08-22,M,32,30000.0
186586,5aa466a27dfd48e78c95f6ba3ce5fd8e,450,4.43,2015-12-12,M,27,58000.0
186587,a08140db94454cbe8340002e42d56f82,450,14.15,2016-10-11,M,58,77000.0
186590,9cf8406a08b34397b4babaf853a11c3d,450,10.26,2017-10-26,F,45,54000.0
186592,1948b3c194c542d0a2a084a558f31834,450,4.01,2017-02-19,M,75,54000.0
186593,67b46eb0be1b40a1aeca1803eac58792,450,16.93,2017-05-09,M,37,70000.0
186595,de9f480f3cd54696a343fdfc6555dd57,450,40.62,2015-12-11,M,52,105000.0
186598,41e8409476044c8cae5d146960eaf88f,450,33.52,2017-10-14,F,89,109000.0
186601,99a2fe3feea44fa6ae08c09f6f39cbeb,450,13.47,2014-07-11,M,47,65000.0
186602,b7dc974d1a5e4790b8e5eea0410efbf2,450,1.78,2013-08-24,,118,
186603,f586fb1597464f8b83982ea685f35b28,450,13.93,2017-06-13,F,40,67000.0
186605,c09974715bbc429eb7145eb6b0235852,450,0.05,2016-10-29,F,66,32000.0
186606,7c0407a5b3bb4ea39bf1291e59682da5,450,16.74,2016-02-16,M,41,71000.0
186608,6a2260b060944970a637f4d57a2a54f6,450,1.65,2015-10-25,,118,
186609,0fa9cb0814914f778995e061d4460e1a,450,5.76,2016-03-16,M,51,53000.0
186611,917c54dadd014c42bc06a2317d98b8bf,450,4.08,2017-11-12,M,41,60000.0
186612,9bc4b2ca147b42d08a4c2c55a16c2604,450,15.86,2017-04-01,F,84,31000.0
186613,6242d849cb3e401aa398ef3aefd21846,450,15.04,2017-08-01,F,35,39000.0
186614,de94b37abdb14635bb36bd1f3550c6a2,450,0.19,2016-12-21,,118,
186615,59ae2384f0e24fbc83b31ad0de02b96a,450,12.44,2016-12-26,F,39,65000.0
186617,0a47df892c774c7aae037b231baae5db,450,24.41,2016-05-22,M,69,88000.0
186619,a8a855535d7f42858f15975dbd444310,450,1.4100000000000001,2017-03-14,M,44,32000.0
186620,16fb582d943d42c4a8a9865aaacf51d6,450,13.59,2018-04-29,F,57,38000.0
186622,0200f61c69da4c2ea078842cdaf234e6,450,18.5,2016-12-10,M,64,76000.0
186626,1acb3e87e3304271a3c917cc80a53780,450,16.74,2016-05-14,F,87,76000.0
186627,86991c80bbb043b4b8553a2b29690218,450,2.7199999999999998,2015-11-10,M,69,47000.0
186630,b13a646bdb6a456bbb5bdb4c2d88d7dc,450,2.6,2017-09-09,M,23,54000.0
186632,ddf366a81c574a8c9dc860c437b4e035,450,3.33,2014-01-10,M,51,49000.0
186633,c2b271aa4c804b208107830bb5d22a66,450,14.63,2017-09-14,F,46,44000.0
186634,397d071d24a646489bbe7d499c6cf77f,450,40.0,2018-01-11,F,89,110000.0
186638,7737b85f7f5e4b2c8b7d9003015c73d4,450,23.85,2015-10-19,F,55,90000.0
186639,d33d6ec6e0864025b9209e7a7792b90d,450,1.8,2018-06-29,M,71,36000.0
186641,bd232ba14e124b91a0adcac29dc1792e,450,2.95,2016-04-01,M,43,34000.0
186642,aa328da07bf04bb3a0c0e0fbf6f999ca,450,13.4,2017-11-24,F,57,64000.0
186645,4e9ba44fd1f54cfea60e2ef903c71b7f,450,20.59,2015-11-10,F,25,70000.0
186646,0b9d749dd7c4461c8b4547eea2ddaa65,450,2.15,2013-10-20,M,53,68000.0
186647,5b705521de904d9488c950ef75392649,450,3.5,2017-04-09,,118,
186648,2a7014d0d87945a1aa9e4748ff7ee6df,450,31.59,2016-01-24,F,66,73000.0
186650,41f7c11743e14922b4b66b941d894354,450,2.49,2017-08-14,M,29,44000.0
186651,00ad4c2cace94f67a6354ec90d6c6f45,450,5.75,2016-08-18,,118,
186652,f99d1e73b36949b08dcbc057f20989b0,450,1.33,2017-03-10,,118,
186653,c7c576f3711d48c6856abe45f952a8f5,450,32.99,2018-06-25,M,52,78000.0
186655,95f37a4a6f8b4bf6b9f91d62db4457dc,450,2.31,2013-08-18,F,56,38000.0
186657,65a2ce9907344054a3efbb03e6abb813,450,3.2800000000000002,2018-07-07,M,26,73000.0
186658,78027d93ad9c4bb4bd3f314f13bdc493,450,28.77,2017-05-06,M,48,83000.0
186659,99fb553d386345e38f9ab0e29fa1bf49,450,11.97,2017-09-21,M,37,61000.0
186661,07adfad3f0c54e738d60fd5a51285486,450,6.0,2018-07-02,M,54,37000.0
186662,36f83395146641bd9ce63441a2629f2c,450,2.09,2017-01-12,,118,
186665,9843c97aedff4db3962791fdea8c1cf8,450,26.02,2017-09-11,F,78,72000.0
186667,42cf2edf73e04c69af82aa01d6756491,450,0.76,2015-01-29,M,88,50000.0
186668,53bf4fb4f7da4d23aa55d7db3450bdfc,450,12.06,2015-09-27,F,52,53000.0
186669,b5957ba0798349f292fdc8a859647d2f,450,9.23,2016-09-07,F,62,64000.0
186670,3b55c82b756646458d17dcdae6d66847,450,29.46,2015-10-02,M,63,84000.0
186671,25af91e1d87248c387b17bcba16372b8,450,3.13,2018-01-12,M,18,31000.0
186672,66e876e1037346e281c43081d92310ad,450,20.35,2018-01-25,F,67,68000.0
186675,cb8eae16885d4dfdada5a314f3c37b59,450,7.91,2014-07-06,F,61,45000.0
186676,48531c4b9b334fb4a864029aee709293,450,1.78,2015-10-26,M,70,45000.0
186677,d2cf4d76494e46eeab4d99b0ff044baa,450,2.31,2018-06-19,F,43,56000.0
186681,0f6ff347c72c45ecb8a10010061419cb,450,3.1,2017-12-14,F,22,36000.0
186682,1815f561a304441886c75af2aedbf6f9,450,8.03,2014-01-10,F,25,34000.0
186684,18681f0a49a84ae9a0fa7a0c23816137,450,13.49,2016-06-29,F,67,65000.0
186685,cff0f57c82cb47229c5b090d98864e29,450,6.08,2017-09-30,M,29,66000.0
186687,a78dccc2d86944b7bf05bc7571cae761,450,23.73,2015-09-19,M,77,88000.0
186689,cad006df49e5400b8b38069f296c97c7,450,20.12,2016-01-16,M,85,66000.0
186691,0dae72f0da8849e9b0f95050e6c69856,450,1.05,2014-01-06,M,51,32000.0
186696,5c6ff1c1f3d04f08a414419119bbcb38,450,4.94,2017-08-23,M,22,66000.0
186697,ac3b5e911fd3406bb37da9e001ed306e,450,13.31,2018-03-21,M,67,68000.0
186700,848c8765940b4de69b0d199d2b02e3c7,450,1.3,2016-08-31,M,23,47000.0
186701,41fb0042a8cf41799cbdba83425478a1,450,1.72,2016-05-01,M,20,38000.0
186702,769c873b9e4b4c6a84e6276ee6683ae9,450,15.9,2015-05-02,M,64,68000.0
186704,f8d61365a8064816917c950076174ef0,450,11.91,2016-11-16,F,55,59000.0
186706,f18d22a1c1e349d89ca3b3f3fab873ef,450,0.76,2017-11-26,,118,
186707,97b938182cbd48e2b02c859dc8e7838c,450,2.26,2015-08-22,,118,
186708,dcba56d7e54546f095f1e774662e60ba,450,1.19,2015-05-26,M,56,40000.0
186710,731bc41295b343c5b3828ff0bfe7a494,450,0.86,2018-05-14,M,58,30000.0
186711,6c5d611bc5664fef9d342efa01564039,450,1.42,2016-02-05,,118,
186712,d5ed498cb6b24ccf9dfc714d7a7a017c,450,1.19,2015-06-01,F,27,60000.0
186713,33152c020d074dfbb0e44ab32bcd26a3,450,2.01,2017-07-08,M,55,36000.0
186715,7b0f4835144346f189e3dddfac46efed,450,1.09,2015-05-22,M,19,67000.0
186716,c7958559f6bc4f0c8f036e68d4a210cf,450,4.3,2017-10-24,,118,
186717,8bec0354cd574c96894f406c2f7d2174,450,17.09,2016-07-07,F,27,57000.0
186718,04bd9be0d1374492800aca71e512ed51,450,3.09,2013-12-03,M,21,70000.0
186719,4cf3fba7ec604ceab2dfbf74a8d435db,450,0.72,2017-05-03,M,60,35000.0
186720,bdcf61ddb5c1438ca582b718e4a2eee4,450,1.42,2013-12-14,F,56,54000.0
186721,d60929ada6ad44058b9be1359e7d2c25,450,30.69,2017-04-22,F,74,97000.0
186722,d8a96352c9544dabaac9fde5037adf3a,450,28.54,2015-08-23,F,64,111000.0
186726,22fb7286392241b5a8c92be7a23a04a9,450,31.36,2014-04-16,F,43,96000.0
186729,85e598f6dff54af2a6167cdd3fdca7de,450,4.58,2018-02-15,M,46,38000.0
186730,bfb31c56a84c44288d72235f1f6ea413,450,1.18,2018-04-25,,118,
186731,7c4bd6eae0fd44428505bbea97ea43d7,450,19.43,2017-05-04,F,82,107000.0
186733,4b8e062fcfd447c2b68c8a183d96a4b4,450,8.76,2015-06-07,M,61,68000.0
186734,f9b321a382e342d7b75074b215b6af88,450,13.79,2017-02-12,O,69,51000.0
186737,0973a73fb67147e09659b92bc511eb78,450,22.35,2016-05-28,F,56,81000.0
186738,9fc3207dac3d48888fdc37fe8ca5e6ba,450,10.67,2015-12-17,F,66,68000.0
186739,6543fc9d9aea47d08f64b465df939c76,450,3.05,2016-01-10,,118,
186740,b0e4035acb1a4270ab48a970a0be7b1e,450,1.88,2017-07-16,,118,
186741,3e607b0774ce497793c0a7650c55fdce,450,33.75,2016-08-13,O,67,85000.0
186742,b73c8d5fe3c84a79bb3432387f0f4fb5,450,17.6,2016-01-27,M,66,66000.0
186744,762f6e8d212d4535b8ea682e49b3f80c,450,1.4100000000000001,2017-01-06,F,20,49000.0
186745,07c44df054f241aab553723ed855ca21,450,10.67,2015-08-14,F,58,54000.0
186750,550628b94af7485aa1b9a742146c28e3,450,13.79,2016-01-23,F,60,32000.0
186752,8d169f0ae1bf46cd9cdea4f9e7ba0636,450,3.1,2018-07-10,M,59,43000.0
186753,f8f75cc666f64d8da5609d04379c7e7e,450,4.78,2015-12-19,M,39,58000.0
186754,f2aa77cb42534b00be0db65a811a9038,450,9.45,2018-03-04,M,72,59000.0
186755,39437fa966ad4de0bc8afe8906778822,450,29.66,2015-08-24,F,54,52000.0
186756,907a887894d14bcc9dc55d24a2e3c464,450,3.24,2018-06-10,M,35,37000.0
186758,ad3c97ee0ec140d0bf53256a258c0cd0,450,8.99,2016-12-17,M,71,45000.0
186760,cced1422fef84ad7b1cbeedbd96b28aa,450,3.33,2014-08-07,M,51,63000.0
186761,a2eadf0236d54377bda77db37051fc77,450,8.16,2017-07-26,M,75,68000.0
186763,e89759102bca4709ba8ceee153bc942c,450,16.46,2017-09-05,M,41,59000.0
186764,1261cf51692541a5bdf39f0aa36b65f7,450,0.36,2016-07-07,M,54,51000.0
186767,97a8ba1ac0b24bda94f21053233b480c,450,22.7,2017-12-17,F,62,85000.0
186768,557e2c8128334f00bbe020595885b9c4,450,12.66,2017-04-20,M,73,61000.0
186770,d6f10a8cda5b41049c57f1a076227c14,450,34.64,2016-06-10,F,68,98000.0
186771,fe4a5bb889e74c70960e7f30761150fb,450,6.91,2017-10-26,M,53,61000.0
186773,681e7f69b5084b7cb96529ac67513f23,450,0.63,2017-01-09,,118,
186774,fb2473731d2047ceb4ec69e6ccacbb32,450,1.01,2016-07-11,M,69,47000.0
186775,76830f4119594aa79e6d7627d96e00fc,450,8.11,2017-12-15,F,67,33000.0
186778,b0f6c2cc5d2a4412be80e74e76bd1226,450,8.51,2017-06-17,M,36,34000.0
186779,c5756832e20341c7a8b959046223e420,450,2.5300000000000002,2015-04-25,M,58,46000.0
186780,8e96eadadb8c46bebc04f2697f4367fa,450,9.8,2017-10-23,,118,
186781,0f457f3ccf254eb0af0921ddd996b504,450,0.76,2013-12-25,F,41,31000.0
186782,1607d225fdd44e888d860c5cbc224da8,450,17.37,2015-11-14,F,29,42000.0
186784,09c957e5a4ac4c339b25fe08b12cd921,450,8.8,2018-02-07,M,46,32000.0
186786,1d24926e53f343b5a1f5581480c66a8d,450,1.74,2018-03-28,F,21,39000.0
186787,e60e656698df46a19e2a26164e742296,450,3.33,2018-03-24,M,19,63000.0
186791,1b38189ba6f6427ca67bf106911956f8,450,25.08,2018-07-21,F,77,68000.0
186792,c7204f962ddb4cb1af4cf736ee14e7c6,450,21.92,2014-05-06,M,67,92000.0
186794,746e444adffa448587530c0d57729c1b,450,22.5,2016-01-01,F,61,106000.0
186796,e5f295e0662e4fee80bc7843231c32a4,450,9.37,2015-11-10,F,57,85000.0
186798,4d81f9f887724401a9c7606db4afef01,450,1.58,2016-04-03,,118,
186799,dd437e2aa40c4cf2ab689ad5d9947b63,450,6.02,2016-05-15,M,46,69000.0
186800,0cc67e089ff64108a2fa117971f666f9,450,20.17,2018-07-05,M,71,62000.0
186802,a3e400d45651427c822dae47cd410770,450,0.72,2018-05-20,,118,
186805,597ebda5954741909a583df17c61c94b,450,28.62,2017-07-29,F,61,94000.0
186807,3efe20b923644413a8b16912410ff6ed,450,33.01,2017-12-12,M,67,80000.0
186808,2548f467373b4f4cb328308a90974718,450,7.82,2017-07-27,M,51,73000.0
186809,dce6d06c87cb4657bc6b123cc35373d1,450,29.95,2016-08-31,F,52,91000.0
186811,46444d6ef3d54998a3bbfc5e1afa2e66,450,7.15,2017-01-28,M,28,32000.0
186813,753ee920be274fc8a74eb9e326dbc9e8,450,0.12,2017-09-27,F,22,42000.0
186816,03af4a51012e4a00809df85c9279e4e4,450,27.08,2016-04-26,F,69,94000.0
186820,24501d31d7464c30ba2b44fc5126ddf5,450,34.03,2016-10-07,F,50,86000.0
186821,75b430097f4c409a8236d49ddfe5117b,450,25.61,2017-12-16,F,55,87000.0
186823,a608c569b0b142b48a926b53ef93e76e,450,0.9400000000000001,2015-02-26,M,50,46000.0
186824,49b14f63a9cf43b99b2ef9a2596388c0,450,1.12,2016-08-10,M,64,58000.0
186825,399136d18bb5403aa52729510325412f,450,15.58,2017-07-03,F,53,92000.0
186826,96bd286bc9594fd4bbed1e2728b9a9f5,450,14.31,2017-01-02,F,42,43000.0
186827,1c9477cf75a24b52af9918938d19d93c,450,0.49,2017-12-12,M,81,42000.0
186828,d1bd7a6be57a496eaecbc77b1119b3b2,450,2.48,2016-06-10,M,63,48000.0
186829,2ec6176c4b194d20ab83a27a6560d79c,450,3.48,2018-04-23,M,47,51000.0
186830,ec43b3b9502f4142949ba5f1d37aad62,450,1.72,2017-12-25,,118,
186831,22f1d005e7b34b7090e466729781f8db,450,1.22,2017-08-11,,118,
186832,2500fe5284fe48bda992027d36355059,450,19.57,2017-02-01,F,51,72000.0
186834,9206ea0810554e108e66f0cc3058b539,450,17.87,2017-10-29,M,63,91000.0
186835,ddb0fdd5873a446283eb889546c19655,450,3.05,2017-09-22,M,30,34000.0
186836,8aa88bcb47254fe8940501f64f706574,450,0.41000000000000003,2017-11-07,M,60,31000.0
186837,dffc27c50ea740c1a15d9b211c5a2bed,450,18.27,2016-04-27,M,59,53000.0
186840,33cc2d9ac6d544b6a3dc2cc2a9eae11a,450,17.17,2016-09-07,F,59,52000.0
186841,14cd68209b934834afcbc6f217ddde0a,450,2.45,2017-01-26,M,50,38000.0
186843,62762d7ff1c3464cbf159661670d53ce,450,11.02,2016-01-10,F,77,72000.0
186844,78e99fcc45b04d4084d556c890efd224,450,5.02,2018-03-23,,118,
186847,008d7088107b468893889da0ede0df5c,450,2.46,2017-09-10,M,24,42000.0
186848,5a7201882b9744a2a469676c762a3c22,450,0.2,2014-10-04,M,81,63000.0
186850,6643d7c8ca724345ba607f282f2788c2,450,19.34,2018-01-19,M,54,83000.0
186852,a5873ee39d42414fb78c03e4b658757e,450,13.86,2016-05-17,F,71,32000.0
186853,708402c969f04eada7ecf3ec7a69c00f,450,29.24,2016-05-21,F,82,51000.0
186854,44c270fc6c344e9ea396ca78c49c1d09,450,2.98,2015-08-30,F,84,38000.0
186855,2290f2fb303e46579ecb6d79b0409d0c,450,14.42,2017-06-25,M,55,60000.0
186856,5956a3014010475fb534b5939fd1c0ff,450,17.61,2016-06-18,F,83,96000.0
186857,590d6576dccd4ff286c4a4a64e40ba65,450,2.03,2017-10-03,,118,
186858,4130eeb519384c549daa23a49141bcde,450,2.03,2017-08-27,M,47,41000.0
186860,37f8e630c86646ee9e6de41857a70be3,450,2.45,2014-08-23,M,59,69000.0
186861,6cb26ad67f5e43ffb4f9b435d96f6615,450,10.87,2017-10-16,F,28,57000.0
186864,19da4a0ddf6541b1b293f12487e0baff,450,16.73,2017-11-28,F,53,65000.0
186866,fb33c4e72dc44e4aaa7dda815437e68c,450,30.49,2017-04-17,O,68,76000.0
186868,fcdf273bdfdb44a69f000dc7636c603a,450,8.21,2016-11-18,F,38,43000.0
186869,9c1ad3675ee04159b9e34076f6330ac0,450,12.29,2015-05-26,M,50,74000.0
186871,d709dc32a7fd4d2bb0dae4ce4046b97d,450,12.46,2017-01-22,F,93,40000.0
186874,c959fa503db24c80bbbd71c7d7491e6e,450,14.91,2018-02-02,F,41,42000.0
186875,0342c7c449a84440b3f7a80ad095761a,450,11.76,2016-01-06,M,52,56000.0
186876,3d3bad0437e3459d873772f8023653ac,450,9.73,2016-09-01,M,35,64000.0
186878,3e193daf33dd4b809a90d90d0820ab0e,450,3.25,2016-05-26,,118,
186879,c41230f172564acba438f8e7c7da63eb,450,29.94,2017-01-31,M,40,52000.0
186880,40c7f044b1cb4eda9de3789b08025b7e,450,14.14,2016-11-02,M,28,60000.0
186881,227f7c7fcd3f445691431763078d39b1,450,19.35,2016-08-15,M,76,75000.0
186882,eeb42b5e6a294295b3628a20ff72bbc6,450,3.41,2016-10-19,M,58,61000.0
186883,93e966c505ff4dda8fd7b870fe260d37,450,1.17,2014-10-06,M,53,63000.0
186884,42356a716cc04449888a67939d08a18b,450,5.7,2018-04-11,F,37,51000.0
186885,11bfa14bbbdc43a0a9007c7e71dd48ba,450,9.85,2015-11-01,M,70,63000.0
186887,f8890c7bddcb4aa791b04ca8ec023b0d,450,2.64,2014-03-12,F,32,36000.0
186889,04c3b99e274c40b4898ed7653e09cb62,450,22.3,2016-05-03,F,74,77000.0
186891,22afc7c1694847c6aedc0d4d55dce9a7,450,2.63,2016-10-08,,118,
186896,ee306efefe954f7ea92afd7c85e451dc,450,0.8300000000000001,2018-05-06,M,25,57000.0
186898,4fbbbb71a0c241278de01e4e12859f7e,450,22.83,2016-08-13,F,63,82000.0
186899,c8d3268a89e646c5a2044d1fcb13d0b0,450,8.41,2018-05-31,,118,
186900,e37a0ba3db6544caad344622b4f82670,450,36.87,2016-05-02,F,62,85000.0
186902,7ee8608d770e4c469c1589c1fe5869f9,450,1.0,2015-03-15,F,58,34000.0
186903,8fb5f8a4896644dda0ec623373676483,450,15.94,2017-12-14,M,49,52000.0
186905,6efb398bbf994e2390f7f5063fb54702,450,3.51,2013-09-11,M,22,35000.0
186906,4d870b9ba1a542e79bb73d495e5a41b2,450,0.7000000000000001,2017-04-11,,118,
186907,6f3d8c186bc6431f87c401446dc728d4,450,5.29,2016-02-03,M,88,56000.0
186908,8d27d325402c409e80cc703d04b19409,450,1.6,2017-10-23,F,20,63000.0
186910,77e591b6c9244f4e9eee93d69531033f,450,3.2800000000000002,2015-11-20,F,73,60000.0
186912,47240f21c56c43729387fc41281c5041,450,5.25,2014-09-26,M,50,60000.0
186913,6de30e8fd97447cd9cf5adc41ddf0c88,450,18.98,2016-08-13,M,60,68000.0
186916,832a77a5875c4de7bcf915d64ae58df2,450,1.54,2017-01-29,M,70,56000.0
186917,1b8c2bb8e244461c9266ad07fcb78d83,450,3.86,2017-05-03,,118,
186918,f20859f19f1b4a3987af0b94db1c4cab,450,7.58,2017-02-20,M,24,56000.0
186919,5bc9c0751f1548a1a92bf2708cd7fa75,450,3.22,2016-06-25,F,50,32000.0
186920,ca1fbde7bf6a41a4a4ea9cea66a72e37,450,14.18,2017-06-28,F,40,69000.0
186922,eb695e77fdb84f359f7de63eabe6bc5f,450,8.54,2017-09-11,F,18,31000.0
186923,c45ae8069d074fdb9850aa0ec439aef1,450,3.55,2016-04-10,M,26,57000.0
186926,385fb8422832476dbe480b47bcb20732,450,17.72,2017-03-30,F,93,65000.0
186927,34302ff0fcf8450eb335db6e878080db,450,1.1400000000000001,2016-04-27,,118,
186929,f86eee2ee5aa47059aeafda02dbb2579,450,2.76,2017-09-28,F,26,41000.0
186930,e0cb10f059ce4e78a80b2852abed05a3,450,36.74,2016-01-25,F,49,84000.0
186932,c7271506fe0e40f69f01666994b1dcf5,450,24.25,2017-10-23,F,55,57000.0
186934,3c3b4bfed4214419902f08ba81910bb5,450,18.83,2017-05-03,M,38,71000.0
186939,56a55d6511be4a808bacbee058fa71e2,450,2.3,2016-06-21,F,27,32000.0
186940,c45c7bdc7db44272b886d6d2e465312d,450,34.91,2017-12-02,F,69,110000.0
186942,a2f9b5fcc34649cf82d76d221024a644,450,19.85,2018-04-05,F,58,58000.0
186944,d0b9eaeac7c045fa998a14371d30cb23,450,6.05,2017-11-21,F,28,50000.0
186946,c345c386e3464006ac093d6febea8b8e,450,33.21,2016-06-22,F,59,118000.0
186948,b8b20565b580442cae83bb0933f9c145,450,2.95,2014-06-16,M,44,68000.0
186949,e9512c8b35c84c62a76b5b452ec971d9,450,10.38,2017-04-04,M,42,37000.0
186951,50a671a5d048478d8ec66275f0fa7256,450,1.9100000000000001,2017-04-28,M,26,48000.0
186952,ebc87930804e4e9398e28d33f1896c31,450,7.31,2016-04-05,,118,
186955,f91e32724bc548cfa96306fa256adb6c,450,5.1,2015-10-13,,118,
186957,46a3e9647acb42f2be893268f7dd7b9c,450,3.65,2016-02-11,M,25,45000.0
186958,9861f4f583b54daa9cfa0bb56bb8c90c,450,15.92,2017-12-03,M,65,40000.0
